,Foundation,1stFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,Fence,SalePrice
647,CBlock,1094,TA,2,Ex,1,TA,0,1953.0,TA,6,Rec,1953,495,5,2,1094,1953,85.0,,155000
648,CBlock,1051,TA,1,TA,1,TA,124,1966.0,TA,6,Unf,1966,442,7,2,1839,1966,70.0,,155000
649,CBlock,630,TA,0,Gd,1,Gd,0,,TA,4,BLQ,1970,0,3,0,630,1970,21.0,MnPrv,84500
650,PConc,822,Gd,0,Ex,2,Gd,0,2007.0,Gd,7,Unf,2007,562,7,2,1665,2007,65.0,,205950
651,CBlock,755,TA,1,TA,1,TA,0,1940.0,TA,4,Unf,1940,296,7,1,1510,1950,60.0,MnPrv,108000
652,PConc,909,Gd,1,Ex,2,Gd,120,1996.0,Gd,7,Unf,1996,512,7,2,1716,1996,70.0,,191000
653,CBlock,756,TA,0,Ex,1,TA,0,1906.0,TA,6,Unf,1906,216,7,1,1469,1995,60.0,MnPrv,135000
654,PConc,2113,Gd,1,Ex,2,Gd,46,1995.0,Gd,8,GLQ,1995,839,7,3,2113,1995,91.0,,350000
655,CBlock,525,TA,0,TA,1,TA,0,1971.0,TA,6,Unf,1971,264,6,1,1092,1971,21.0,,88000
656,CBlock,1053,Gd,0,Ex,1,TA,0,1959.0,Gd,5,ALQ,1959,312,5,1,1053,2006,72.0,MnPrv,145500
657,BrkTil,851,TA,1,TA,1,Gd,0,1931.0,TA,7,Unf,1931,270,6,1,1502,2000,60.0,MnPrv,149000
658,CBlock,912,TA,1,TA,1,TA,0,1948.0,TA,6,Unf,1948,330,6,1,1458,1950,78.0,,97500
659,PConc,1486,TA,0,Ex,1,TA,0,1968.0,TA,5,BLQ,1964,480,7,2,1486,1999,75.0,MnPrv,167000
660,CBlock,1142,TA,1,TA,2,Gd,113,1976.0,TA,7,Unf,1976,550,7,2,1935,1976,,,197900
661,PConc,1686,Gd,1,Ex,2,Gd,76,1994.0,Gd,8,GLQ,1994,711,8,3,2448,2005,52.0,,402000
662,CBlock,1392,TA,2,Gd,1,Fa,0,1968.0,TA,6,Unf,1968,576,5,2,1392,1968,120.0,,110000
663,CBlock,1181,TA,0,TA,2,Gd,0,1974.0,TA,4,BLQ,1972,588,6,2,1181,1972,90.0,MnPrv,137500
664,PConc,2097,Ex,1,Ex,1,Ex,267,2005.0,Gd,8,GLQ,2005,1134,8,3,2097,2006,49.0,,423000
665,PConc,1454,Gd,1,Ex,2,Gd,124,2000.0,Gd,8,Unf,2000,504,7,2,1936,2000,106.0,,230500
666,CBlock,1465,TA,1,TA,2,Gd,265,1965.0,TA,6,LwQ,1965,596,7,2,2380,1979,,,129000
667,PConc,1679,Gd,1,Ex,2,Gd,42,1994.0,TA,6,GLQ,1994,575,7,2,1679,1998,65.0,,193500
668,CBlock,1437,TA,1,Gd,1,TA,0,1999.0,TA,5,Rec,1956,576,6,2,1437,1987,,,168000
669,BrkTil,1180,Fa,1,Ex,1,Fa,0,1922.0,TA,4,Unf,1922,252,5,1,1180,1950,80.0,,137500
670,PConc,738,Gd,0,Ex,2,Gd,35,2005.0,Gd,6,GLQ,2005,540,7,2,1476,2005,64.0,,173500
671,BrkTil,697,TA,0,TA,2,TA,0,1930.0,TA,6,BLQ,1925,300,6,1,1369,1950,54.0,,103600
672,CBlock,1208,TA,1,TA,1,Gd,42,1977.0,Gd,6,ALQ,1977,546,6,2,1208,1977,,,165000
673,PConc,1839,Gd,2,Ex,2,TA,87,1957.0,TA,6,GLQ,1957,416,7,2,1839,2004,110.0,,257500
674,CBlock,1136,TA,1,TA,1,TA,0,1965.0,TA,6,Rec,1965,384,5,1,1136,1965,80.0,,140000
675,CBlock,855,TA,1,TA,2,TA,0,1978.0,TA,6,ALQ,1978,440,7,2,1441,1978,24.0,,148500
676,BrkTil,1095,TA,0,Fa,2,TA,0,1920.0,TA,4,Unf,1900,779,8,3,1774,1950,60.0,,87000
677,BrkTil,792,Gd,0,Ex,1,TA,0,1924.0,Gd,5,Unf,1924,240,5,1,792,2006,52.0,,109500
678,PConc,2046,Gd,1,Ex,2,Ex,82,2008.0,Gd,8,Unf,2008,834,7,3,2046,2008,80.0,,372500
679,CBlock,988,TA,0,TA,1,TA,0,1963.0,TA,5,Rec,1961,572,5,2,988,1961,,,128500
680,CBlock,923,TA,1,TA,2,Gd,0,1980.0,TA,6,BLQ,1980,264,5,1,923,1980,50.0,,143000
681,BrkTil,848,TA,0,Ex,1,TA,0,1968.0,TA,5,Rec,1932,281,6,1,1520,2000,55.0,,159434
682,PConc,1291,Gd,1,Ex,1,Gd,0,1996.0,TA,6,GLQ,1996,431,6,2,1291,1997,,,173000
683,PConc,1668,Gd,1,Ex,2,Gd,45,2002.0,Gd,9,GLQ,2002,702,7,3,1668,2002,90.0,,285000
684,PConc,1195,TA,0,Gd,2,Gd,81,1998.0,Gd,7,Unf,1998,486,7,2,1839,1998,58.0,,221000
685,CBlock,1190,Gd,1,Gd,2,Gd,0,1984.0,Gd,7,GLQ,1984,577,6,2,2090,1984,,,207500
686,PConc,874,Gd,0,Ex,3,Gd,105,2007.0,Gd,7,Unf,2007,578,7,2,1761,2007,84.0,,227875
687,PConc,551,Gd,0,Ex,2,Gd,60,2004.0,Gd,7,GLQ,2004,480,4,2,1102,2004,,,148800
688,PConc,1419,Gd,1,Ex,2,Gd,0,2007.0,Gd,8,GLQ,2007,567,7,2,1419,2007,60.0,,392000
689,PConc,1362,Gd,1,Ex,2,Gd,28,2005.0,Gd,6,ALQ,2005,460,6,2,1362,2006,61.0,,194700
690,PConc,848,Gd,1,Ex,1,Gd,0,2004.0,Gd,6,GLQ,2004,420,3,2,848,2004,,,141000
691,PConc,2444,Ex,2,Ex,3,Ex,50,1994.0,Ex,10,GLQ,1994,832,10,3,4316,1995,104.0,,755000
692,PConc,1238,Gd,2,Ex,2,Gd,27,1989.0,Gd,7,GLQ,1989,628,9,2,2519,1990,42.0,,335000
693,BrkTil,1073,TA,0,Ex,1,TA,0,1968.0,TA,5,Unf,1921,326,4,1,1073,1968,60.0,,108480
694,BrkTil,1067,TA,0,TA,1,TA,0,1995.0,TA,5,Unf,1936,576,5,2,1539,1950,51.0,MnPrv,141500
695,CBlock,1137,Gd,1,Gd,2,Gd,0,1987.0,TA,6,GLQ,1987,551,5,2,1137,1987,54.0,,176000
696,CBlock,616,TA,0,Gd,1,TA,0,1921.0,TA,5,LwQ,1921,205,4,1,616,1950,50.0,,89000
697,PConc,1148,TA,0,Fa,1,Ex,0,1952.0,TA,5,LwQ,1952,308,6,1,1148,1952,57.0,,123500
698,CBlock,894,TA,1,Ex,1,TA,144,1973.0,TA,5,GLQ,1965,336,5,1,894,2009,65.0,MnPrv,138500
699,PConc,1391,Gd,0,Ex,2,Gd,158,2004.0,Gd,7,GLQ,2004,530,5,2,1391,2004,59.0,,196000
700,PConc,1800,Gd,1,Ex,2,Ex,78,2002.0,Gd,8,GLQ,2002,765,7,3,1800,2002,85.0,,312500
701,CBlock,1164,TA,0,TA,1,TA,0,1969.0,TA,7,Unf,1969,528,6,2,1164,1969,80.0,,140000
702,PConc,1264,Ex,1,Ex,2,Ex,100,2006.0,Ex,8,Unf,2006,666,10,3,2576,2006,82.0,,361919
703,BrkTil,1032,Gd,1,Gd,2,Gd,0,1999.0,TA,5,Unf,1900,672,8,2,1812,1996,76.0,MnPrv,140000
704,PConc,1484,Gd,0,Ex,2,Gd,35,2004.0,Gd,7,GLQ,2004,606,7,2,1484,2005,70.0,,213000
705,Slab,372,Fa,0,Fa,2,,0,,Fa,4,,1930,0,7,0,1092,1950,70.0,,55000
706,CBlock,1824,Gd,2,TA,2,Gd,48,1971.0,TA,7,GLQ,1971,739,5,2,1824,2002,,,302000
707,PConc,1324,Gd,1,Ex,2,Gd,38,2006.0,Gd,8,GLQ,2006,550,6,2,1324,2006,48.0,,254000
708,PConc,728,Gd,1,Ex,2,Gd,24,2007.0,Gd,7,Unf,2007,400,8,2,1456,2007,65.0,,179540
709,PConc,904,TA,0,TA,1,TA,0,1966.0,TA,5,Unf,1966,408,6,1,904,1966,,MnPrv,109900
710,CBlock,729,TA,0,Gd,1,TA,0,,Gd,3,Unf,1935,0,5,0,729,2003,56.0,,52000
711,Stone,859,TA,0,Gd,1,TA,0,1964.0,TA,4,Unf,1900,384,7,1,1178,1950,66.0,,102776
712,PConc,1228,Gd,1,Gd,2,Gd,120,1988.0,Gd,8,GLQ,1988,472,5,2,1228,1989,40.0,,189000
713,CBlock,960,TA,0,TA,1,TA,288,1970.0,TA,4,ALQ,1970,576,6,2,960,1970,60.0,,129000
714,CBlock,725,Gd,0,Ex,2,TA,44,1976.0,Gd,6,GLQ,1976,475,6,2,1479,2005,,,130500
715,CBlock,1350,TA,1,TA,2,Gd,0,1974.0,TA,6,Unf,1974,478,7,2,1350,1974,78.0,MnPrv,165000
716,BrkTil,1576,TA,0,Ex,1,TA,48,1996.0,TA,7,Unf,1890,704,8,2,2554,1998,60.0,,159500
717,CBlock,1178,Gd,1,Gd,1,Gd,0,1973.0,TA,5,BLQ,1973,439,5,2,1178,2000,80.0,MnPrv,157000
718,PConc,1325,Gd,1,Ex,2,Gd,154,1993.0,Gd,7,GLQ,1993,983,9,3,2418,1994,96.0,,341000
719,CBlock,971,TA,1,TA,1,Gd,0,1969.0,TA,5,ALQ,1969,300,5,1,971,1969,69.0,,128500
720,PConc,1742,Gd,1,TA,2,Gd,28,1985.0,Gd,8,GLQ,1985,564,5,2,1742,1985,,,275000
721,PConc,848,Gd,0,Ex,1,Gd,0,2004.0,Gd,6,GLQ,2004,420,3,2,848,2004,,,143000
722,CBlock,864,TA,0,Ex,1,TA,0,1994.0,TA,4,ALQ,1970,463,5,2,864,1970,70.0,,124500
723,PConc,997,TA,0,Ex,2,TA,0,1958.0,TA,4,Unf,1954,548,7,1,1470,1972,60.0,,135000
724,PConc,1698,Ex,1,Ex,2,Ex,64,2007.0,Ex,9,GLQ,2007,768,8,3,1698,2008,86.0,,320000
725,CBlock,864,Gd,0,TA,1,TA,0,1989.0,TA,4,ALQ,1970,660,5,2,864,1970,60.0,,120500
726,CBlock,1680,Gd,1,Ex,2,Gd,44,1988.0,Gd,6,GLQ,1988,540,5,2,1680,2007,,,222000
727,PConc,1232,Gd,0,Ex,2,Gd,0,2007.0,Gd,7,GLQ,2007,632,6,2,1232,2007,64.0,,194500
728,CBlock,1776,TA,0,TA,2,TA,25,1968.0,TA,5,Unf,1958,888,9,3,1776,1958,85.0,,110000
729,CBlock,848,TA,0,TA,1,TA,23,1962.0,TA,4,BLQ,1925,539,5,2,1208,1950,52.0,,103000
730,PConc,1616,Gd,1,Ex,2,Gd,152,1995.0,Gd,8,GLQ,1995,608,5,2,1616,1996,39.0,,236500
731,PConc,1146,Gd,1,Ex,2,Ex,22,2003.0,Gd,7,GLQ,2003,438,6,2,1146,2003,73.0,,187500
732,PConc,1153,Gd,1,Ex,2,Gd,84,1998.0,Gd,7,ALQ,1998,541,8,2,2031,1999,75.0,,222500
733,CBlock,1144,TA,1,Ex,1,TA,0,1961.0,TA,5,BLQ,1961,264,6,1,1144,1983,80.0,GdWo,131400
734,PConc,948,TA,0,TA,1,TA,0,1968.0,TA,5,Unf,1968,300,6,1,948,1968,,,108000
735,BrkTil,880,TA,2,Fa,1,Gd,341,1914.0,TA,7,Rec,1914,320,6,2,1768,1970,60.0,,163000
736,CBlock,1040,TA,0,Gd,2,,0,1949.0,TA,3,,1950,400,6,2,1040,1950,60.0,,93500
737,PConc,901,Gd,1,Ex,2,Gd,116,2005.0,Gd,8,Unf,2005,800,8,3,1801,2005,72.0,,239900
738,CBlock,1200,TA,0,TA,3,Gd,0,,TA,5,GLQ,1987,0,5,0,1200,1988,60.0,,179000
739,PConc,864,Gd,0,Ex,2,Gd,56,2004.0,Gd,7,Unf,2004,572,7,2,1728,2004,65.0,,190000
740,BrkTil,768,TA,0,Ex,2,Fa,0,1910.0,TA,5,Unf,1910,360,7,2,1432,2002,60.0,GdPrv,132000
741,CBlock,912,Gd,0,Gd,1,TA,0,1962.0,TA,6,GLQ,1961,288,5,1,912,1996,65.0,GdPrv,142000
742,PConc,1349,TA,0,Ex,2,Gd,55,2000.0,TA,7,Unf,2000,539,6,2,1349,2001,65.0,GdPrv,179000
743,CBlock,1464,TA,1,Ex,2,Gd,0,1997.0,TA,5,ALQ,1963,480,6,2,1464,1999,70.0,,175000
744,PConc,1337,Gd,1,Gd,2,Gd,0,1993.0,Gd,8,GLQ,1993,462,5,2,1337,1993,41.0,,180000
745,CBlock,1175,Gd,2,Ex,3,TA,204,1994.0,Ex,8,GLQ,1976,831,11,2,2715,1996,,,299800
746,PConc,980,Gd,1,Ex,2,Gd,54,2000.0,Gd,7,GLQ,2000,554,8,2,2256,2000,,,236000
747,Stone,1320,Gd,1,TA,1,TA,0,1950.0,Gd,7,Unf,1880,864,8,4,2640,2003,65.0,,265979
748,PConc,1720,Gd,1,Ex,2,Gd,56,1996.0,Gd,7,GLQ,1996,527,7,2,1720,1996,59.0,,260400
749,Slab,1088,TA,0,TA,2,,0,1945.0,TA,4,,1945,240,9,1,1529,1950,50.0,,98000
750,BrkTil,792,TA,0,Gd,1,TA,160,,TA,4,Unf,1910,0,7,0,1140,2004,55.0,,96500
751,PConc,660,Gd,0,Ex,2,Gd,48,2003.0,Gd,7,Unf,2003,400,6,2,1320,2003,,,162000
752,PConc,1494,Gd,0,Ex,2,Gd,27,1997.0,TA,6,GLQ,1997,576,6,2,1494,1997,79.0,,217000
753,PConc,1038,Ex,1,Gd,2,Gd,52,2005.0,Gd,8,Unf,2005,878,8,3,2098,2005,80.0,,275500
754,CBlock,1026,Gd,0,Gd,1,TA,48,1969.0,TA,6,GLQ,1969,440,5,2,1026,2005,61.0,,156000
755,PConc,742,TA,0,Gd,2,Gd,24,1999.0,TA,6,GLQ,1999,440,6,2,1471,1999,34.0,,172500
756,PConc,866,Gd,0,Ex,2,Gd,105,2007.0,Gd,8,GLQ,2007,578,7,2,1768,2007,68.0,,212000
757,CBlock,672,TA,1,TA,2,TA,0,1978.0,TA,6,Rec,1978,440,6,2,1386,1978,,GdPrv,158900
758,PConc,757,TA,0,Gd,2,Gd,0,1999.0,TA,7,ALQ,1999,440,6,2,1501,1999,24.0,,179400
759,PConc,1328,Gd,1,Ex,2,Gd,98,1995.0,Gd,8,LwQ,1995,752,9,3,2531,1995,65.0,,290000
760,CBlock,864,TA,0,Ex,1,TA,0,2008.0,TA,6,Rec,1959,300,5,1,864,1959,70.0,,127500
761,PConc,1301,Fa,0,TA,1,TA,0,1965.0,TA,5,LwQ,1924,440,5,2,1301,1950,60.0,,100000
762,PConc,764,Gd,0,Ex,2,Gd,45,2009.0,TA,7,GLQ,2009,614,7,2,1547,2009,72.0,,215200
763,PConc,1268,Gd,1,Ex,2,Gd,128,1999.0,Gd,8,GLQ,1999,856,8,3,2365,1999,82.0,,337000
764,PConc,1494,Ex,1,Ex,1,Gd,30,1995.0,Gd,8,LwQ,1995,481,6,2,1494,1996,30.0,,270000
765,PConc,1506,Ex,1,Ex,2,Gd,174,2008.0,Gd,9,Unf,2008,592,6,2,1506,2008,75.0,,264132
766,CBlock,980,TA,1,TA,2,Gd,66,1988.0,TA,7,GLQ,1988,496,7,2,1714,1988,80.0,MnPrv,196500
767,CBlock,983,TA,0,Ex,2,Gd,0,1989.0,TA,6,ALQ,1940,423,7,1,1750,1985,75.0,,160000
768,PConc,1836,Gd,1,Ex,2,Gd,33,2004.0,Gd,7,GLQ,2004,484,8,2,1836,2005,70.0,,216837
769,PConc,1690,Ex,1,Ex,3,Gd,36,2003.0,Ex,8,ALQ,2003,841,12,3,3279,2003,47.0,,538000
770,CBlock,858,TA,0,TA,1,Gd,0,1983.0,TA,5,GLQ,1982,576,5,2,858,1982,,,134900
771,CBlock,1220,TA,0,TA,1,Fa,0,1951.0,TA,4,LwQ,1951,396,6,2,1220,1951,67.0,,102000
772,CBlock,1117,TA,1,TA,1,TA,0,1976.0,TA,6,ALQ,1976,672,6,2,1117,1976,94.0,MnPrv,107000
773,CBlock,912,TA,0,Ex,1,TA,0,1958.0,TA,5,Rec,1958,275,5,1,912,1958,70.0,,114500
774,PConc,1973,Gd,1,Gd,2,Gd,45,2006.0,Gd,8,Unf,2006,895,9,3,1973,2006,110.0,,395000
775,PConc,1204,TA,0,Ex,2,Ex,247,1998.0,TA,6,GLQ,1998,412,5,2,1204,1998,32.0,,162000
776,PConc,1614,Gd,0,Ex,2,Gd,59,2005.0,Gd,7,GLQ,2005,865,7,3,1614,2006,86.0,,221500
777,CBlock,894,TA,1,TA,1,TA,0,1974.0,TA,5,ALQ,1974,440,5,2,894,1974,100.0,MnPrv,142500
778,Slab,2020,TA,2,TA,2,,0,1977.0,TA,5,,1977,630,10,2,2020,1977,60.0,,144000
779,CBlock,1004,TA,0,TA,1,Gd,0,1977.0,TA,6,GLQ,1977,504,4,2,1004,1977,78.0,,135000
780,PConc,1253,TA,1,Gd,2,Gd,21,1995.0,TA,7,Unf,1995,402,6,2,1253,1996,63.0,,176000
781,PConc,810,Gd,0,Ex,2,Gd,124,1992.0,Gd,6,ALQ,1992,484,7,2,1603,1992,65.0,,175900
782,PConc,1430,Gd,0,Ex,2,Gd,33,2001.0,Gd,7,Unf,2001,605,6,2,1430,2002,67.0,,187100
783,PConc,1110,Gd,1,Ex,1,Gd,30,1978.0,TA,5,GLQ,1978,602,4,2,1110,1978,,,165500
784,CBlock,742,TA,1,Ex,2,TA,291,,TA,6,Unf,1914,0,9,0,1484,2001,35.0,,128000
785,CBlock,1342,TA,1,TA,2,TA,0,1967.0,TA,6,Rec,1967,457,7,2,1342,1967,,,161500
786,PConc,966,TA,0,TA,2,Fa,0,1961.0,TA,5,LwQ,1915,416,7,1,1652,1950,60.0,,139000
787,PConc,956,Gd,0,Ex,2,Gd,45,2004.0,Gd,7,GLQ,2004,618,8,2,2084,2004,76.0,,233000
788,CBlock,901,TA,0,Ex,1,TA,0,1954.0,TA,4,Unf,1954,281,4,1,901,2000,50.0,,107900
789,CBlock,976,Gd,0,Gd,2,TA,168,1966.0,TA,6,LwQ,1966,444,9,2,2087,2007,,,187500
790,PConc,1145,Gd,1,Ex,2,Gd,16,2005.0,Gd,7,GLQ,2005,397,5,2,1145,2006,43.0,,160200
791,PConc,1062,TA,2,TA,1,Gd,0,1976.0,TA,6,ALQ,1976,539,5,2,1062,1976,,,146800
792,PConc,1127,TA,1,Ex,2,Gd,130,1997.0,Gd,7,GLQ,1996,455,8,2,2013,1997,92.0,,269790
793,PConc,1496,Gd,0,Ex,2,Gd,130,2007.0,Gd,8,Unf,2007,474,7,2,1496,2007,76.0,,225000
794,PConc,1086,Gd,1,Ex,2,Gd,46,1994.0,Gd,7,Unf,1994,409,7,2,1895,1996,,,194500
795,CBlock,888,TA,1,TA,2,Gd,50,1980.0,TA,6,Unf,1980,476,7,2,1564,1981,70.0,MnPrv,171000
796,CBlock,1285,TA,1,Ex,1,TA,0,1977.0,TA,6,Unf,1977,528,7,2,1285,1977,71.0,MnPrv,143500
797,CBlock,773,TA,0,Gd,1,TA,0,1953.0,TA,5,BLQ,1953,240,4,1,773,1953,57.0,,110000
798,PConc,1966,Ex,2,Ex,3,Ex,78,2009.0,Ex,9,Unf,2008,820,11,3,3140,2009,104.0,,485000
799,BrkTil,981,Gd,2,Ex,1,Gd,0,1939.0,TA,5,ALQ,1937,240,7,1,1768,1950,60.0,MnPrv,175000
800,PConc,616,Gd,0,Gd,2,Gd,114,1997.0,TA,6,GLQ,1997,603,8,2,1688,1997,79.0,,200000
801,CBlock,1196,TA,0,Ex,1,TA,0,1957.0,TA,4,LwQ,1916,440,5,2,1196,1990,40.0,,109900
802,PConc,728,Gd,1,Ex,2,Gd,18,2005.0,Gd,7,GLQ,2005,410,7,2,1456,2005,63.0,,189000
803,PConc,1734,Ex,1,Ex,3,Ex,170,2009.0,Ex,9,Unf,2008,1020,12,3,2822,2009,107.0,,582933
804,CBlock,1128,TA,0,TA,1,TA,0,1954.0,TA,5,LwQ,1954,286,5,1,1128,1954,75.0,GdWo,118000
805,PConc,1428,Ex,0,Ex,2,Gd,60,2008.0,Gd,7,Unf,2008,554,6,2,1428,2008,91.0,,227680
806,PConc,980,TA,0,Gd,2,TA,0,1967.0,TA,5,ALQ,1967,384,6,1,980,1967,75.0,,135500
807,CBlock,1072,Gd,1,Ex,1,TA,312,1923.0,TA,5,GLQ,1923,528,6,2,1576,2004,144.0,,223500
808,CBlock,1086,TA,1,TA,1,TA,0,1966.0,TA,5,ALQ,1966,484,6,2,1086,1966,85.0,GdWo,159950
809,PConc,1075,TA,0,TA,2,TA,156,1910.0,TA,5,Unf,1898,360,11,2,2138,1965,90.0,MnPrv,106000
810,CBlock,1309,Gd,1,Fa,1,TA,0,1974.0,TA,6,ALQ,1974,484,5,2,1309,1999,78.0,GdPrv,181000
811,PConc,848,Gd,1,Ex,1,Gd,0,2004.0,Gd,6,GLQ,2004,420,4,2,848,2004,,,144500
812,CBlock,1044,Fa,0,TA,1,TA,0,1952.0,Fa,5,Unf,1952,504,4,2,1044,1952,66.0,,55993
813,CBlock,1442,TA,0,Gd,1,TA,0,1958.0,TA,6,Rec,1958,301,7,1,1442,1958,75.0,,157900
814,BrkTil,686,Fa,0,Gd,1,TA,0,1955.0,TA,5,Unf,1918,280,7,1,1250,1950,45.0,,116000
815,PConc,1661,Gd,0,Ex,2,Gd,34,1998.0,TA,7,Unf,1998,598,6,2,1661,1998,48.0,,224900
816,CBlock,1008,TA,1,Gd,1,TA,0,1954.0,TA,5,BLQ,1954,275,4,1,1008,1954,,,137000
817,PConc,1689,Gd,2,Ex,2,Gd,59,2002.0,Gd,8,GLQ,2002,857,7,3,1689,2002,,,271000
818,CBlock,1052,TA,0,Gd,1,TA,0,1971.0,TA,6,GLQ,1971,440,6,2,1052,1971,80.0,MnPrv,155000
819,PConc,1358,Gd,1,Ex,2,Gd,35,2010.0,Gd,7,GLQ,2009,484,6,2,1358,2010,44.0,,224000
820,PConc,798,Gd,0,Ex,2,Gd,45,2003.0,Gd,7,Unf,2003,595,6,2,1640,2003,72.0,,183000
821,CBlock,936,TA,0,TA,1,Fa,32,1974.0,Fa,4,Unf,1953,576,4,2,936,1953,60.0,,93000
822,PConc,847,Gd,1,Ex,2,Gd,48,2003.0,Gd,7,Unf,2003,433,7,2,1733,2003,,,225000
823,BrkTil,944,TA,1,TA,2,TA,0,1940.0,TA,6,Unf,1940,240,7,1,1489,1950,60.0,GdWo,139500
824,PConc,1489,Gd,1,Ex,2,Gd,140,2006.0,Gd,8,Unf,2006,776,7,2,1489,2006,81.0,,232600
825,PConc,2084,Ex,1,Ex,2,Ex,45,2007.0,Ex,10,GLQ,2007,1220,7,3,2084,2008,114.0,,385000
826,BrkTil,784,Gd,0,Gd,1,TA,0,,TA,5,ALQ,1924,0,5,0,784,1950,50.0,,109500
827,PConc,1434,Gd,1,Ex,2,Gd,39,2001.0,Gd,7,GLQ,2001,527,6,2,1434,2001,65.0,,189000
828,PConc,1160,TA,0,TA,2,TA,0,1967.0,TA,5,LwQ,1967,538,7,2,2126,1967,,,185000
829,PConc,520,Gd,0,Ex,2,Gd,166,2005.0,Gd,7,Unf,2005,480,4,2,1223,2005,24.0,,147400
830,CBlock,1392,TA,2,TA,1,TA,0,1957.0,TA,6,Rec,1957,458,6,2,1392,1957,80.0,,166000
831,PConc,520,Gd,0,Ex,2,Gd,166,2005.0,TA,7,Unf,2005,480,4,2,1200,2005,30.0,,151000
832,PConc,941,Gd,1,Ex,2,Gd,39,2003.0,Gd,7,GLQ,2003,613,7,2,1829,2003,44.0,,237000
833,CBlock,1516,TA,0,TA,1,TA,0,1964.0,TA,6,Rec,1964,472,6,2,1516,1964,100.0,,167000
834,CBlock,1144,TA,0,Gd,1,TA,0,1961.0,TA,5,Rec,1961,456,6,2,1144,1961,75.0,GdWo,139950
835,CBlock,1067,Gd,0,TA,2,Gd,0,1996.0,TA,4,BLQ,1950,436,4,2,1067,1995,60.0,,128000
836,BrkTil,1559,TA,0,Gd,1,TA,116,1948.0,TA,5,Rec,1948,812,5,2,1559,1973,90.0,GdWo,153500
837,CBlock,483,TA,0,TA,1,TA,0,1973.0,TA,6,BLQ,1973,264,5,1,987,1973,21.0,,100000
838,PConc,1099,Gd,0,Ex,1,Gd,0,1999.0,TA,5,Unf,1995,352,6,1,1099,2006,75.0,,144000
839,CBlock,768,TA,0,Ex,1,TA,0,1946.0,TA,5,BLQ,1946,240,6,1,1200,1995,70.0,,130500
840,BrkTil,810,Fa,0,TA,2,TA,0,1934.0,TA,6,BLQ,1925,400,7,1,1482,1950,,,140000
841,PConc,958,Gd,1,Gd,2,TA,78,1983.0,TA,5,Unf,1904,686,8,2,1539,2002,60.0,,157500
842,CBlock,1165,TA,0,TA,1,TA,129,1966.0,TA,6,Rec,1966,490,6,2,1165,1966,82.0,GdPrv,174900
843,CBlock,1800,TA,0,Ex,2,TA,0,,TA,5,Unf,1961,0,10,0,1800,1961,80.0,,141000
844,BrkTil,876,TA,1,Gd,1,TA,0,1949.0,TA,5,Unf,1915,720,7,3,1416,1950,100.0,,153900
845,CBlock,1701,TA,2,TA,2,Gd,0,1975.0,TA,5,ALQ,1975,611,6,2,1701,1981,,,171000
846,PConc,1006,Gd,1,Ex,2,Gd,72,1993.0,Gd,7,ALQ,1993,425,7,2,1775,1993,75.0,,213000
847,CBlock,864,TA,1,Ex,1,TA,0,1972.0,TA,5,BLQ,1972,338,5,1,864,1972,36.0,,133500
848,BrkTil,1307,TA,1,TA,3,TA,40,1908.0,TA,6,Unf,1908,360,10,2,2358,1997,75.0,,240000
849,CBlock,1094,TA,1,Ex,2,TA,100,1976.0,Gd,6,Unf,1976,512,7,2,1855,1994,80.0,,187000
850,PConc,848,Gd,0,Ex,1,Gd,0,2003.0,Gd,6,GLQ,2003,420,3,2,848,2003,36.0,,131500
851,PConc,1456,Gd,1,Ex,2,Gd,20,2003.0,Gd,8,Unf,2003,400,7,2,1456,2003,,,215000
852,CBlock,918,TA,2,Gd,2,TA,0,1941.0,TA,7,Rec,1941,240,7,1,1646,1950,53.0,MnPrv,164000
853,CBlock,1445,TA,1,TA,1,TA,0,1964.0,TA,6,Rec,1964,645,7,2,1445,1964,,MnPrv,158000
854,CBlock,1779,TA,1,TA,1,TA,418,1955.0,TA,5,ALQ,1955,454,6,2,1779,1974,102.0,,170000
855,CBlock,1040,TA,0,Ex,1,TA,104,1962.0,TA,5,ALQ,1962,260,6,1,1040,2010,,,127000
856,CBlock,1026,TA,0,TA,1,Gd,0,1981.0,TA,6,GLQ,1978,576,5,2,1026,1978,,MnPrv,147000
857,PConc,702,TA,1,Gd,2,Gd,36,1994.0,TA,6,Unf,1994,343,6,2,1481,1995,65.0,,174000
858,CBlock,1370,TA,1,TA,2,Gd,0,1976.0,TA,7,Unf,1976,479,6,2,1370,1976,80.0,MnPrv,152000
859,CBlock,1512,Gd,1,TA,2,TA,65,1968.0,TA,6,BLQ,1968,619,9,2,2654,1984,,,250000
860,BrkTil,912,Gd,1,Gd,1,TA,240,1925.0,Gd,7,Unf,1918,216,7,1,1426,1998,55.0,GdPrv,189950
861,PConc,1039,TA,0,Ex,1,TA,0,1965.0,TA,5,BLQ,1965,504,6,2,1039,1965,75.0,,131500
862,PConc,1097,TA,0,TA,2,Gd,0,1986.0,TA,6,GLQ,1984,480,6,2,1097,1985,81.0,GdPrv,152000
